relpath	collection	family	format	nvars	class	copied	bytes
evalgm/CVPR/SceneDecomp/9004965.wcsp	evalgm	SceneDecomp	wcsp	155	multi	no	389848
evalgm/CVPR/SceneDecomp/9004971.wcsp	evalgm	SceneDecomp	wcsp	177	multi	no	454102
evalgm/CVPR/SceneDecomp/9005011.wcsp	evalgm	SceneDecomp	wcsp	193	multi	no	522720
evalgm/CVPR/SceneDecomp/9005105.wcsp	evalgm	SceneDecomp	wcsp	187	multi	no	480059
evalgm/CVPR/SceneDecomp/9005245.wcsp	evalgm	SceneDecomp	wcsp	178	multi	no	482000
evalgm/CVPR/SceneDecomp/9005273.wcsp	evalgm	SceneDecomp	wcsp	162	multi	no	406063
evalgm/CVPR/SceneDecomp/9005294.wcsp	evalgm	SceneDecomp	wcsp	191	multi	no	521561
evalgm/MaxCSP/BlackHole-13/BlackHole-4-13-e-0_ext_1000.wcsp	evalgm	BlackHole-13	wcsp	205	multi	no	20537511
evalgm/MaxCSP/BlackHole-13/BlackHole-4-13-e-1_ext_1000.wcsp	evalgm	BlackHole-13	wcsp	205	multi	no	20537511
evalgm/MaxCSP/BlackHole-13/BlackHole-4-13-e-2_ext_1000.wcsp	evalgm	BlackHole-13	wcsp	205	multi	no	20537516
evalgm/MaxCSP/BlackHole-13/BlackHole-4-13-e-3_ext_1000.wcsp	evalgm	BlackHole-13	wcsp	205	multi	no	20537515
evalgm/MaxCSP/BlackHole-13/BlackHole-4-13-m-0_ext_1000.wcsp	evalgm	BlackHole-13	wcsp	205	multi	no	20537513
evalgm/MaxCSP/BlackHole-13/BlackHole-4-13-m-1_ext_1000.wcsp	evalgm	BlackHole-13	wcsp	205	multi	no	20537514
evalgm/MaxCSP/BlackHole-13/BlackHole-4-13-m-2_ext_1000.wcsp	evalgm	BlackHole-13	wcsp	205	multi	no	20537512
evalgm/MaxCSP/BlackHole-4/BlackHole-4-4-e-0_ext_1000.wcsp	evalgm	BlackHole-4	wcsp	61	multi	no	29695
evalgm/MaxCSP/BlackHole-4/BlackHole-4-4-e-1_ext_1000.wcsp	evalgm	BlackHole-4	wcsp	61	multi	no	29696
evalgm/MaxCSP/BlackHole-4/BlackHole-4-4-e-2_ext_1000.wcsp	evalgm	BlackHole-4	wcsp	61	multi	no	29695
evalgm/MaxCSP/BlackHole-4/BlackHole-4-4-e-3_ext_1000.wcsp	evalgm	BlackHole-4	wcsp	61	multi	no	29696
evalgm/MaxCSP/BlackHole-4/BlackHole-4-4-e-4_ext_1000.wcsp	evalgm	BlackHole-4	wcsp	61	multi	no	29696
evalgm/MaxCSP/BlackHole-4/BlackHole-4-4-e-5_ext_1000.wcsp	evalgm	BlackHole-4	wcsp	61	multi	no	29697
evalgm/MaxCSP/BlackHole-4/BlackHole-4-4-e-6_ext_1000.wcsp	evalgm	BlackHole-4	wcsp	61	multi	no	29695
evalgm/MaxCSP/BlackHole-4/BlackHole-4-4-e-7_ext_1000.wcsp	evalgm	BlackHole-4	wcsp	61	multi	no	29696
evalgm/MaxCSP/BlackHole-4/BlackHole-4-4-e-8_ext_1000.wcsp	evalgm	BlackHole-4	wcsp	61	multi	no	29695
evalgm/MaxCSP/BlackHole-4/BlackHole-4-4-e-9_ext_1000.wcsp	evalgm	BlackHole-4	wcsp	61	multi	no	29697
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-e-0_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588004
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-e-1_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588003
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-e-2_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588002
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-e-3_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588004
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-e-4_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588002
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-e-5_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588003
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-e-6_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588004
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-e-7_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588003
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-e-8_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588004
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-e-9_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588002
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-h-0_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588004
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-h-1_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588004
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-h-2_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588004
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-h-3_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588003
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-h-4_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588003
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-h-5_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588002
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-h-6_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588002
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-h-7_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588002
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-h-8_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588002
evalgm/MaxCSP/BlackHole-7/BlackHole-4-7-h-9_ext_1000.wcsp	evalgm	BlackHole-7	wcsp	109	multi	no	1588003
evalgm/MaxCSP/Coloring/dsjc-125-1-4-ext_1000.wcsp	evalgm	Coloring	wcsp	125	multi	no	83819
evalgm/MaxCSP/Coloring/dsjc-125-1-5-ext_1000.wcsp	evalgm	Coloring	wcsp	125	multi	no	124063
evalgm/MaxCSP/Coloring/geom-30a-3-ext_1000.wcsp	evalgm	Coloring	wcsp	30	multi	no	5981
evalgm/MaxCSP/Coloring/geom-30a-4-ext_1000.wcsp	evalgm	Coloring	wcsp	30	multi	no	9584
evalgm/MaxCSP/Coloring/geom-30a-5-ext_1000.wcsp	evalgm	Coloring	wcsp	30	multi	no	14078
evalgm/MaxCSP/Coloring/geom-30a-6-ext_1000.wcsp	evalgm	Coloring	wcsp	30	multi	no	19544
evalgm/MaxCSP/Coloring/geom-40-2-ext_1000.wcsp	evalgm	Coloring	wcsp	40	boolean	yes	3540
evalgm/MaxCSP/Coloring/geom-40-3-ext_1000.wcsp	evalgm	Coloring	wcsp	40	multi	no	6040
evalgm/MaxCSP/Coloring/geom-40-4-ext_1000.wcsp	evalgm	Coloring	wcsp	40	multi	no	9554
evalgm/MaxCSP/Coloring/geom-40-5-ext_1000.wcsp	evalgm	Coloring	wcsp	40	multi	no	13926
evalgm/MaxCSP/Coloring/geom-40-6-ext_1000.wcsp	evalgm	Coloring	wcsp	40	multi	no	19234
evalgm/MaxCSP/Coloring/le-450-5a-2-ext_1000.wcsp	evalgm	Coloring	wcsp	450	boolean	yes	223310
evalgm/MaxCSP/Coloring/le-450-5a-3-ext_1000.wcsp	evalgm	Coloring	wcsp	450	multi	no	396530
evalgm/MaxCSP/Coloring/le-450-5a-4-ext_1000.wcsp	evalgm	Coloring	wcsp	450	multi	no	644032
evalgm/MaxCSP/Coloring/le-450-5a-5-ext_1000.wcsp	evalgm	Coloring	wcsp	450	multi	no	954388
evalgm/MaxCSP/Coloring/myciel-5g-3-ext_1000.wcsp	evalgm	Coloring	wcsp	47	multi	no	16526
evalgm/MaxCSP/Coloring/myciel-5g-4-ext_1000.wcsp	evalgm	Coloring	wcsp	47	multi	no	26862
evalgm/MaxCSP/Coloring/myciel-5g-5-ext_1000.wcsp	evalgm	Coloring	wcsp	47	multi	no	39794
evalgm/MaxCSP/Coloring/myciel-5g-6-ext_1000.wcsp	evalgm	Coloring	wcsp	47	multi	no	55558
evalgm/MaxCSP/Coloring/queens-5-5-3-ext_1000.wcsp	evalgm	Coloring	wcsp	25	multi	no	11018
evalgm/MaxCSP/Coloring/queens-5-5-4-ext_1000.wcsp	evalgm	Coloring	wcsp	25	multi	no	17998
evalgm/MaxCSP/Coloring/queens-5-5-5-ext_1000.wcsp	evalgm	Coloring	wcsp	25	multi	no	26738
evalgm/MaxCSP/Composed-25-1-25/composed-25-1-25-0_ext_1000.wcsp	evalgm	Composed-25-1-25	wcsp	33	multi	no	149330
evalgm/MaxCSP/Composed-25-1-25/composed-25-1-25-1_ext_1000.wcsp	evalgm	Composed-25-1-25	wcsp	33	multi	no	145665
evalgm/MaxCSP/Composed-25-1-25/composed-25-1-25-2_ext_1000.wcsp	evalgm	Composed-25-1-25	wcsp	33	multi	no	151838
evalgm/MaxCSP/Composed-25-1-25/composed-25-1-25-3_ext_1000.wcsp	evalgm	Composed-25-1-25	wcsp	33	multi	no	148456
evalgm/MaxCSP/Composed-25-1-25/composed-25-1-25-4_ext_1000.wcsp	evalgm	Composed-25-1-25	wcsp	33	multi	no	152681
evalgm/MaxCSP/Composed-25-1-25/composed-25-1-25-5_ext_1000.wcsp	evalgm	Composed-25-1-25	wcsp	33	multi	no	148112
evalgm/MaxCSP/Composed-25-1-25/composed-25-1-25-6_ext_1000.wcsp	evalgm	Composed-25-1-25	wcsp	33	multi	no	148610
evalgm/MaxCSP/Composed-25-1-25/composed-25-1-25-7_ext_1000.wcsp	evalgm	Composed-25-1-25	wcsp	33	multi	no	151417
evalgm/MaxCSP/Composed-25-1-25/composed-25-1-25-8_ext_1000.wcsp	evalgm	Composed-25-1-25	wcsp	33	multi	no	149428
evalgm/MaxCSP/Composed-25-1-25/composed-25-1-25-9_ext_1000.wcsp	evalgm	Composed-25-1-25	wcsp	33	multi	no	151736
evalgm/MaxCSP/Composed-25-1-2/composed-25-1-2-0_ext_1000.wcsp	evalgm	Composed-25-1-2	wcsp	33	multi	no	136125
evalgm/MaxCSP/Composed-25-1-2/composed-25-1-2-1_ext_1000.wcsp	evalgm	Composed-25-1-2	wcsp	33	multi	no	134273
evalgm/MaxCSP/Composed-25-1-2/composed-25-1-2-2_ext_1000.wcsp	evalgm	Composed-25-1-2	wcsp	33	multi	no	138210
evalgm/MaxCSP/Composed-25-1-2/composed-25-1-2-3_ext_1000.wcsp	evalgm	Composed-25-1-2	wcsp	33	multi	no	135986
evalgm/MaxCSP/Composed-25-1-2/composed-25-1-2-4_ext_1000.wcsp	evalgm	Composed-25-1-2	wcsp	33	multi	no	138753
evalgm/MaxCSP/Composed-25-1-2/composed-25-1-2-5_ext_1000.wcsp	evalgm	Composed-25-1-2	wcsp	33	multi	no	135820
evalgm/MaxCSP/Composed-25-1-2/composed-25-1-2-6_ext_1000.wcsp	evalgm	Composed-25-1-2	wcsp	33	multi	no	136316
evalgm/MaxCSP/Composed-25-1-2/composed-25-1-2-7_ext_1000.wcsp	evalgm	Composed-25-1-2	wcsp	33	multi	no	138035
evalgm/MaxCSP/Composed-25-1-2/composed-25-1-2-8_ext_1000.wcsp	evalgm	Composed-25-1-2	wcsp	33	multi	no	136591
evalgm/MaxCSP/Composed-25-1-2/composed-25-1-2-9_ext_1000.wcsp	evalgm	Composed-25-1-2	wcsp	33	multi	no	138050
evalgm/MaxCSP/Composed-25-1-40/composed-25-1-40-0_ext_1000.wcsp	evalgm	Composed-25-1-40	wcsp	33	multi	no	157747
evalgm/MaxCSP/Composed-25-1-40/composed-25-1-40-1_ext_1000.wcsp	evalgm	Composed-25-1-40	wcsp	33	multi	no	153535
evalgm/MaxCSP/Composed-25-1-40/composed-25-1-40-2_ext_1000.wcsp	evalgm	Composed-25-1-40	wcsp	33	multi	no	160497
evalgm/MaxCSP/Composed-25-1-40/composed-25-1-40-3_ext_1000.wcsp	evalgm	Composed-25-1-40	wcsp	33	multi	no	156568
evalgm/MaxCSP/Composed-25-1-40/composed-25-1-40-4_ext_1000.wcsp	evalgm	Composed-25-1-40	wcsp	33	multi	no	161641
evalgm/MaxCSP/Composed-25-1-40/composed-25-1-40-5_ext_1000.wcsp	evalgm	Composed-25-1-40	wcsp	33	multi	no	156404
evalgm/MaxCSP/Composed-25-1-40/composed-25-1-40-6_ext_1000.wcsp	evalgm	Composed-25-1-40	wcsp	33	multi	no	156723
evalgm/MaxCSP/Composed-25-1-40/composed-25-1-40-7_ext_1000.wcsp	evalgm	Composed-25-1-40	wcsp	33	multi	no	159953
evalgm/MaxCSP/Composed-25-1-40/composed-25-1-40-8_ext_1000.wcsp	evalgm	Composed-25-1-40	wcsp	33	multi	no	157840
evalgm/MaxCSP/Composed-25-1-40/composed-25-1-40-9_ext_1000.wcsp	evalgm	Composed-25-1-40	wcsp	33	multi	no	160639
evalgm/MaxCSP/Composed-25-1-80/composed-25-1-80-0_ext_1000.wcsp	evalgm	Composed-25-1-80	wcsp	33	multi	no	180224
evalgm/MaxCSP/Composed-25-1-80/composed-25-1-80-1_ext_1000.wcsp	evalgm	Composed-25-1-80	wcsp	33	multi	no	173610
evalgm/MaxCSP/Composed-25-1-80/composed-25-1-80-2_ext_1000.wcsp	evalgm	Composed-25-1-80	wcsp	33	multi	no	184675
evalgm/MaxCSP/Composed-25-1-80/composed-25-1-80-3_ext_1000.wcsp	evalgm	Composed-25-1-80	wcsp	33	multi	no	178195
evalgm/MaxCSP/Composed-25-1-80/composed-25-1-80-4_ext_1000.wcsp	evalgm	Composed-25-1-80	wcsp	33	multi	no	186061
evalgm/MaxCSP/Composed-25-1-80/composed-25-1-80-5_ext_1000.wcsp	evalgm	Composed-25-1-80	wcsp	33	multi	no	177857
evalgm/MaxCSP/Composed-25-1-80/composed-25-1-80-6_ext_1000.wcsp	evalgm	Composed-25-1-80	wcsp	33	multi	no	178967
evalgm/MaxCSP/Composed-25-1-80/composed-25-1-80-7_ext_1000.wcsp	evalgm	Composed-25-1-80	wcsp	33	multi	no	183644
evalgm/MaxCSP/Composed-25-1-80/composed-25-1-80-8_ext_1000.wcsp	evalgm	Composed-25-1-80	wcsp	33	multi	no	179961
evalgm/MaxCSP/Composed-25-1-80/composed-25-1-80-9_ext_1000.wcsp	evalgm	Composed-25-1-80	wcsp	33	multi	no	184272
evalgm/MaxCSP/Composed-75-1-25/composed-75-1-25-0_ext_1000.wcsp	evalgm	Composed-75-1-25	wcsp	83	multi	no	395515
evalgm/MaxCSP/Composed-75-1-25/composed-75-1-25-1_ext_1000.wcsp	evalgm	Composed-75-1-25	wcsp	83	multi	no	398321
evalgm/MaxCSP/Composed-75-1-25/composed-75-1-25-2_ext_1000.wcsp	evalgm	Composed-75-1-25	wcsp	83	multi	no	398800
evalgm/MaxCSP/Composed-75-1-25/composed-75-1-25-3_ext_1000.wcsp	evalgm	Composed-75-1-25	wcsp	83	multi	no	399220
evalgm/MaxCSP/Composed-75-1-25/composed-75-1-25-4_ext_1000.wcsp	evalgm	Composed-75-1-25	wcsp	83	multi	no	391214
evalgm/MaxCSP/Composed-75-1-25/composed-75-1-25-5_ext_1000.wcsp	evalgm	Composed-75-1-25	wcsp	83	multi	no	398483
evalgm/MaxCSP/Composed-75-1-25/composed-75-1-25-6_ext_1000.wcsp	evalgm	Composed-75-1-25	wcsp	83	multi	no	400574
evalgm/MaxCSP/Composed-75-1-25/composed-75-1-25-7_ext_1000.wcsp	evalgm	Composed-75-1-25	wcsp	83	multi	no	396408
evalgm/MaxCSP/Composed-75-1-25/composed-75-1-25-8_ext_1000.wcsp	evalgm	Composed-75-1-25	wcsp	83	multi	no	397214
evalgm/MaxCSP/Composed-75-1-25/composed-75-1-25-9_ext_1000.wcsp	evalgm	Composed-75-1-25	wcsp	83	multi	no	398696
evalgm/MaxCSP/Composed-75-1-2/composed-75-1-2-0_ext_1000.wcsp	evalgm	Composed-75-1-2	wcsp	83	multi	no	383155
evalgm/MaxCSP/Composed-75-1-2/composed-75-1-2-1_ext_1000.wcsp	evalgm	Composed-75-1-2	wcsp	83	multi	no	385418
evalgm/MaxCSP/Composed-75-1-2/composed-75-1-2-2_ext_1000.wcsp	evalgm	Composed-75-1-2	wcsp	83	multi	no	385534
evalgm/MaxCSP/Composed-75-1-2/composed-75-1-2-3_ext_1000.wcsp	evalgm	Composed-75-1-2	wcsp	83	multi	no	385830
evalgm/MaxCSP/Composed-75-1-2/composed-75-1-2-4_ext_1000.wcsp	evalgm	Composed-75-1-2	wcsp	83	multi	no	381017
evalgm/MaxCSP/Composed-75-1-2/composed-75-1-2-5_ext_1000.wcsp	evalgm	Composed-75-1-2	wcsp	83	multi	no	385522
evalgm/MaxCSP/Composed-75-1-2/composed-75-1-2-6_ext_1000.wcsp	evalgm	Composed-75-1-2	wcsp	83	multi	no	386635
evalgm/MaxCSP/Composed-75-1-2/composed-75-1-2-7_ext_1000.wcsp	evalgm	Composed-75-1-2	wcsp	83	multi	no	383870
evalgm/MaxCSP/Composed-75-1-2/composed-75-1-2-8_ext_1000.wcsp	evalgm	Composed-75-1-2	wcsp	83	multi	no	384431
evalgm/MaxCSP/Composed-75-1-2/composed-75-1-2-9_ext_1000.wcsp	evalgm	Composed-75-1-2	wcsp	83	multi	no	385793
evalgm/MaxCSP/Composed-75-1-40/composed-75-1-40-0_ext_1000.wcsp	evalgm	Composed-75-1-40	wcsp	83	multi	no	402966
evalgm/MaxCSP/Composed-75-1-40/composed-75-1-40-1_ext_1000.wcsp	evalgm	Composed-75-1-40	wcsp	83	multi	no	406920
evalgm/MaxCSP/Composed-75-1-40/composed-75-1-40-2_ext_1000.wcsp	evalgm	Composed-75-1-40	wcsp	83	multi	no	407397
evalgm/MaxCSP/Composed-75-1-40/composed-75-1-40-3_ext_1000.wcsp	evalgm	Composed-75-1-40	wcsp	83	multi	no	407758
evalgm/MaxCSP/Composed-75-1-40/composed-75-1-40-4_ext_1000.wcsp	evalgm	Composed-75-1-40	wcsp	83	multi	no	398070
evalgm/MaxCSP/Composed-75-1-40/composed-75-1-40-5_ext_1000.wcsp	evalgm	Composed-75-1-40	wcsp	83	multi	no	407085
evalgm/MaxCSP/Composed-75-1-40/composed-75-1-40-6_ext_1000.wcsp	evalgm	Composed-75-1-40	wcsp	83	multi	no	409661
evalgm/MaxCSP/Composed-75-1-40/composed-75-1-40-7_ext_1000.wcsp	evalgm	Composed-75-1-40	wcsp	83	multi	no	404223
evalgm/MaxCSP/Composed-75-1-40/composed-75-1-40-8_ext_1000.wcsp	evalgm	Composed-75-1-40	wcsp	83	multi	no	405511
evalgm/MaxCSP/Composed-75-1-40/composed-75-1-40-9_ext_1000.wcsp	evalgm	Composed-75-1-40	wcsp	83	multi	no	407173
evalgm/MaxCSP/Composed-75-1-80/composed-75-1-80-0_ext_1000.wcsp	evalgm	Composed-75-1-80	wcsp	83	multi	no	423582
evalgm/MaxCSP/Composed-75-1-80/composed-75-1-80-1_ext_1000.wcsp	evalgm	Composed-75-1-80	wcsp	83	multi	no	430014
evalgm/MaxCSP/Composed-75-1-80/composed-75-1-80-2_ext_1000.wcsp	evalgm	Composed-75-1-80	wcsp	83	multi	no	430125
evalgm/MaxCSP/Composed-75-1-80/composed-75-1-80-3_ext_1000.wcsp	evalgm	Composed-75-1-80	wcsp	83	multi	no	430854
evalgm/MaxCSP/Composed-75-1-80/composed-75-1-80-4_ext_1000.wcsp	evalgm	Composed-75-1-80	wcsp	83	multi	no	417071
evalgm/MaxCSP/Composed-75-1-80/composed-75-1-80-5_ext_1000.wcsp	evalgm	Composed-75-1-80	wcsp	83	multi	no	430184
evalgm/MaxCSP/Composed-75-1-80/composed-75-1-80-6_ext_1000.wcsp	evalgm	Composed-75-1-80	wcsp	83	multi	no	433602
evalgm/MaxCSP/Composed-75-1-80/composed-75-1-80-7_ext_1000.wcsp	evalgm	Composed-75-1-80	wcsp	83	multi	no	425505
evalgm/MaxCSP/Composed-75-1-80/composed-75-1-80-8_ext_1000.wcsp	evalgm	Composed-75-1-80	wcsp	83	multi	no	427214
evalgm/MaxCSP/Composed-75-1-80/composed-75-1-80-9_ext_1000.wcsp	evalgm	Composed-75-1-80	wcsp	83	multi	no	430147
evalgm/MaxCSP/EHI-85/ehi-85-297-0_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1269738
evalgm/MaxCSP/EHI-85/ehi-85-297-10_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1273021
evalgm/MaxCSP/EHI-85/ehi-85-297-11_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1269747
evalgm/MaxCSP/EHI-85/ehi-85-297-12_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1267316
evalgm/MaxCSP/EHI-85/ehi-85-297-13_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1270660
evalgm/MaxCSP/EHI-85/ehi-85-297-14_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1275053
evalgm/MaxCSP/EHI-85/ehi-85-297-15_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1281508
evalgm/MaxCSP/EHI-85/ehi-85-297-16_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1274873
evalgm/MaxCSP/EHI-85/ehi-85-297-17_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1270396
evalgm/MaxCSP/EHI-85/ehi-85-297-18_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1277692
evalgm/MaxCSP/EHI-85/ehi-85-297-19_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1260360
evalgm/MaxCSP/EHI-85/ehi-85-297-1_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1279394
evalgm/MaxCSP/EHI-85/ehi-85-297-20_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1277549
evalgm/MaxCSP/EHI-85/ehi-85-297-21_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1271083
evalgm/MaxCSP/EHI-85/ehi-85-297-22_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1259914
evalgm/MaxCSP/EHI-85/ehi-85-297-23_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1265690
evalgm/MaxCSP/EHI-85/ehi-85-297-24_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1277263
evalgm/MaxCSP/EHI-85/ehi-85-297-25_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1272948
evalgm/MaxCSP/EHI-85/ehi-85-297-26_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1274424
evalgm/MaxCSP/EHI-85/ehi-85-297-27_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1274491
evalgm/MaxCSP/EHI-85/ehi-85-297-28_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1259537
evalgm/MaxCSP/EHI-85/ehi-85-297-29_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1266087
evalgm/MaxCSP/EHI-85/ehi-85-297-2_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1278190
evalgm/MaxCSP/EHI-85/ehi-85-297-30_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1279979
evalgm/MaxCSP/EHI-85/ehi-85-297-31_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1268317
evalgm/MaxCSP/EHI-85/ehi-85-297-32_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1281280
evalgm/MaxCSP/EHI-85/ehi-85-297-33_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1271857
evalgm/MaxCSP/EHI-85/ehi-85-297-34_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1263588
evalgm/MaxCSP/EHI-85/ehi-85-297-35_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1274510
evalgm/MaxCSP/EHI-85/ehi-85-297-36_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1247964
evalgm/MaxCSP/EHI-85/ehi-85-297-37_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1272855
evalgm/MaxCSP/EHI-85/ehi-85-297-38_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1281888
evalgm/MaxCSP/EHI-85/ehi-85-297-39_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1282114
evalgm/MaxCSP/EHI-85/ehi-85-297-3_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1275140
evalgm/MaxCSP/EHI-85/ehi-85-297-40_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1285112
evalgm/MaxCSP/EHI-85/ehi-85-297-41_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1271708
evalgm/MaxCSP/EHI-85/ehi-85-297-42_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1281158
evalgm/MaxCSP/EHI-85/ehi-85-297-43_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1261904
evalgm/MaxCSP/EHI-85/ehi-85-297-44_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1278358
evalgm/MaxCSP/EHI-85/ehi-85-297-45_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1259772
evalgm/MaxCSP/EHI-85/ehi-85-297-46_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1277877
evalgm/MaxCSP/EHI-85/ehi-85-297-47_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1256379
evalgm/MaxCSP/EHI-85/ehi-85-297-48_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1277645
evalgm/MaxCSP/EHI-85/ehi-85-297-49_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1281146
evalgm/MaxCSP/EHI-85/ehi-85-297-4_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1278164
evalgm/MaxCSP/EHI-85/ehi-85-297-50_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1267995
evalgm/MaxCSP/EHI-85/ehi-85-297-51_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1272722
evalgm/MaxCSP/EHI-85/ehi-85-297-52_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1270996
evalgm/MaxCSP/EHI-85/ehi-85-297-53_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1275338
evalgm/MaxCSP/EHI-85/ehi-85-297-54_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1275637
evalgm/MaxCSP/EHI-85/ehi-85-297-55_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1277741
evalgm/MaxCSP/EHI-85/ehi-85-297-56_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1276332
evalgm/MaxCSP/EHI-85/ehi-85-297-57_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1278069
evalgm/MaxCSP/EHI-85/ehi-85-297-58_ext_1000.wcsp	evalgm	EHI-85	wcsp	297	multi	no	1262682
